year,inegi_code,state,mode,type,subtype,January,February,March,April,May,June,July,August,September,October,November,December
1998,21,PUEBLA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1998,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
1998,22,QUERETARO,HOMICIDIOS,DOLOSOS,OTROS,4,3,2,5,5,2,5,1,2,4,4,2
1998,22,QUERETARO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,3,6,1,2,2,1,3,7,2,1,2
1998,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,3,7,2,2,3,5,2,0,2,0,4
1998,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,OTROS,4,4,7,3,1,3,7,4,4,8,1,7
1998,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,13,12,5,9,11,7,7,5,5,13,8,11
1998,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,5,2,8,7,4,8,5,1,17,10,8
1998,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,OTROS,3,4,14,8,6,5,5,8,10,27,8,11
1998,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,47,43,45,30,34,40,49,21,38,39,47,39
1998,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,2,8,4,2,5,5,4,4,3,7,6
1998,25,SINALOA,HOMICIDIOS,DOLOSOS,OTROS,7,12,10,13,8,6,6,10,18,7,10,10
1998,25,SINALOA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,3,3,3,5,6,5,3,2,5,2,6
1998,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,2,1,0,3,0,2,1,3,3,0,3
1998,26,SONORA,HOMICIDIOS,DOLOSOS,OTROS,35,34,43,45,44,47,60,49,36,38,40,21
1998,26,SONORA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1998,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
1998,27,TABASCO,HOMICIDIOS,DOLOSOS,OTROS,39,29,40,32,31,41,24,32,35,18,20,27
1998,27,TABASCO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,11,17,7,9,16,10,12,8,13,14,7,13
1998,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,8,8,5,10,9,22,10,6,8,6,5,11
1998,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,OTROS,14,4,10,17,25,17,21,21,13,11,14,16
1998,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,0,0,0,1,4,2,4,3,5,2
1998,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,1,0,0,0
1998,29,TLAXCALA,HOMICIDIOS,DOLOSOS,OTROS,0,0,3,3,3,4,1,0,0,3,4,3
1998,29,TLAXCALA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,18,15,21,25,25,9,17,16,16,17,23,17
1998,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,28,10,16,23,25,18,17,20,24,13,19,28
1998,30,VERACRUZ,HOMICIDIOS,DOLOSOS,OTROS,20,18,22,14,28,17,23,28,21,11,22,23
1998,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,0,0,0,0,2,1,1,0,2,0,0
1998,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,1,0,0,0,0,0
1998,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,0,2,2,3,1,1,0,2,0,1,0,2
1998,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1998,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,22,8,7,2,5,7,3,6,2,6,20,10
1998,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,2,4,0,0,0,0,3,1,4,2,9
1998,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,29,20,16,28,22,11,17,20,12,18,0,0
1998,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,1,1,2,0,1,0,4,1,1,1,1
1999,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,0,1,0,1,0,1,0,2,0,1,0
1999,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,1,0,1,0,1,0,0,2,0,0,0,0
1999,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
1999,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,59,49,51,46,64,52,55,76,47,59,43,56
1999,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
1999,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,2,1,2,4,9,2,3,2,2,0,1,3
1999,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,1,1,1,1,2,0,2,1,1,2
1999,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,1,1,7,3,2,4,4,3,3,1,3
1999,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,3,4,4,4,3,2,4,2,1,1,1,0
1999,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,11,6,5,1,3,3,5,2,8,4,7,10
1999,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,3,4,4,5,1,2,8,4,3,2,2
1999,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,2,4,0,1,2,3,6,6,3,4,2,2
1999,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,4,2,4,7,2,3,0,1,3,3
1999,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,1,1,3,1,0,1,1,0,1,1,0
1999,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,0,2,2,2,0,0,1,0,1,1,1,1
1999,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,58,43,37,28,42,71,37,24,20,27,19,20
1999,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,11,12,12,15,10,11,16,10,6,20,13,6
1999,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,57,52,72,88,68,94,88,89,66,80,70,60
1999,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,22,18,20,22,25,15,14,13,23,15,25,23
1999,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,6,5,3,10,8,7,6,3,5,9,7
1999,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,7,9,11,9,8,8,9,14,12,11,8,11
1999,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,36,49,44,32,47,42,48,32,42,49,46,58
1999,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,9,5,11,12,10,9,3,5,11,12,8,18
1999,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,20,27,16,23,17,12,24,24,27,13,19,20
1999,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,6,5,7,3,5,4,6,3,1,3,1
1999,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,2,0,0,1,0,1,0,0,1
1999,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,3,4,7,6,5,21,19,37,26,34,39,40
1999,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,10,12,9,7,14,6,14,12,9,9,11,12
1999,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,5,6,0,4,2,6,5,5,6,5,5
1999,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,OTROS,8,8,8,7,8,3,5,3,6,10,7,6
1999,11,GUANAJUATO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,47,61,69,47,71,78,66,70,52,67,77,72
1999,12,GUERRERO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,10,12,12,11,5,7,7,4,1,9,8
1999,12,GUERRERO,HOMICIDIOS,DOLOSOS,OTROS,3,0,1,4,7,7,13,43,72,64,69,92
1999,12,GUERRERO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,9,6,11,5,6,5,7,10,7,9,9,8
1999,13,HIDALGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,5,4,3,3,3,1,5,2,0,3,3,10
1999,13,HIDALGO,HOMICIDIOS,DOLOSOS,OTROS,6,5,6,3,4,1,10,4,6,5,6,9
1999,13,HIDALGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,23,10,10,7,16,16,16,15,11,6,14,6
1999,14,JALISCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,2,1,1,4,6,6,10,5,7,9,2
1999,14,JALISCO,HOMICIDIOS,DOLOSOS,OTROS,42,23,45,31,31,33,21,10,21,27,18,37
1999,14,JALISCO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1999,15,MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
1999,15,MEXICO,HOMICIDIOS,DOLOSOS,OTROS,253,306,280,258,267,206,244,242,230,245,212,223
1999,15,MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,30,27,54,36,41,26,27,32,33,34,36,19
1999,16,MICHOACAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,10,7,11,4,5,10,9,7,7,2,5,5
1999,16,MICHOACAN,HOMICIDIOS,DOLOSOS,OTROS,8,4,3,6,10,9,10,10,5,4,9,20
1999,16,MICHOACAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,6,12,7,7,9,13,8,12,8,9,4,8
1999,17,MORELOS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,3,1,7,2,1,1,1,1,0,1,2
1999,17,MORELOS,HOMICIDIOS,DOLOSOS,OTROS,11,11,25,20,20,20,13,14,17,14,26,28
1999,17,MORELOS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,13,4,10,9,3,5,6,6,1,4,4
1999,18,NAYARIT,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,0,4,1,4,2,2,2,1,1,1,0
1999,18,NAYARIT,HOMICIDIOS,DOLOSOS,OTROS,5,1,1,6,6,3,6,0,7,14,6,2
1999,18,NAYARIT,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,7,4,5,3,11,7,5,9,5,4,3,3
1999,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,1,3,6,2,1,5,0,1,2,1
1999,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,OTROS,4,1,4,2,2,4,8,4,1,5,4,3
1999,19,NUEVO LEON,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1999,20,OAXACA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
1999,20,OAXACA,HOMICIDIOS,DOLOSOS,OTROS,104,118,79,56,35,19,62,66,87,67,59,71
1999,20,OAXACA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,6,4,11,11,27,19,12,10,15,13,9,12
1999,21,PUEBLA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,14,12,7,18,8,9,9,7,12,21,14,22
1999,21,PUEBLA,HOMICIDIOS,DOLOSOS,OTROS,25,21,30,22,16,25,28,28,23,26,14,15
1999,21,PUEBLA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,1,1,1,2,1,1,1,2,1,1,5
1999,22,QUERETARO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,1,1,2,0,1,1,1,0,2,0
1999,22,QUERETARO,HOMICIDIOS,DOLOSOS,OTROS,2,2,3,2,4,0,1,5,1,1,1,5
1999,22,QUERETARO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,1,0,2,2,1,1,2,1,1,4,4,0
1999,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,2,2,0,3,0,2,3,1,1,1,2
1999,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,OTROS,5,4,9,7,8,7,9,20,5,5,4,2
1999,23,QUINTANA ROO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,11,7,4,9,10,8,10,7,21,8,8,3
1999,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,6,3,5,4,11,8,4,4,4,6,2,7
1999,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,OTROS,18,19,28,14,32,20,8,17,22,26,19,21
1999,24,SAN LUIS POTOSI,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,53,31,40,36,33,38,42,33,35,37,31,41
1999,25,SINALOA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,5,2,6,7,6,6,3,2,3,3,5
1999,25,SINALOA,HOMICIDIOS,DOLOSOS,OTROS,4,9,8,1,8,0,6,7,3,6,6,5
1999,25,SINALOA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,9,16,8,17,12,9,7,7,17,11,7,3
1999,26,SONORA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,3,5,4,5,9,4,4,3,5,3,3,4
1999,26,SONORA,HOMICIDIOS,DOLOSOS,OTROS,11,12,10,15,9,4,9,17,10,7,5,8
1999,26,SONORA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1999,27,TABASCO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
1999,27,TABASCO,HOMICIDIOS,DOLOSOS,OTROS,13,14,24,21,26,22,23,27,20,11,12,16
1999,27,TABASCO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,12,6,15,15,15,12,15,11,4,17,7,12
1999,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,0,0,0,0,0,0,1,0,4,0,2
1999,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,OTROS,8,10,8,7,10,11,5,9,14,7,8,7
1999,28,TAMAULIPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,3,1,1,2,1,12,0,0,1,2,0,1
1999,29,TLAXCALA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,2,1,0,2,0,0,0,0
1999,29,TLAXCALA,HOMICIDIOS,DOLOSOS,OTROS,2,4,5,4,7,14,5,7,17,13,19,37
1999,29,TLAXCALA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,18,19,20,18,20,15,12,12,16,16,6,8
1999,30,VERACRUZ,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,20,18,20,24,18,19,20,13,12,17,11,5
1999,30,VERACRUZ,HOMICIDIOS,DOLOSOS,OTROS,16,16,18,14,16,13,12,21,22,16,20,29
1999,30,VERACRUZ,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
1999,31,YUCATAN,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,1,0,0,0
1999,31,YUCATAN,HOMICIDIOS,DOLOSOS,OTROS,0,3,0,0,0,0,0,3,0,0,0,1
1999,31,YUCATAN,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
1999,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,4,1,3,4,4,1,7,4,5,4,6
1999,32,ZACATECAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,1,2,2,0,0,1,1,0
1999,32,ZACATECAS,HOMICIDIOS,DOLOSOS,OTROS,4,3,3,3,1,4,3,4,1,5,4,3
1999,32,ZACATECAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,1,1,0,0,1
2000,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,2,1,1,0,1,0,0,1,0
2000,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,OTROS,0,1,0,0,0,0,0,1,0,2,1,0
2000,1,AGUASCALIENTES,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2000,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2000,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,OTROS,65,36,26,32,46,27,40,49,33,36,41,29
2000,2,BAJA CALIFORNIA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,0,0,0,0,0,0,0,0,0,0,0,0
2000,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0
2000,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,OTROS,0,2,0,2,3,4,3,4,4,5,3,1
2000,3,BAJA CALIFORNIA SUR,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,4,1,0,1,0,1,1,2,2,0,1,2
2000,4,CAMPECHE,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,2,0,3,3,2,4,2,0,1,3,1
2000,4,CAMPECHE,HOMICIDIOS,DOLOSOS,OTROS,2,2,3,0,1,2,1,1,3,2,0,0
2000,4,CAMPECHE,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,6,4,6,6,3,3,3,5,4,4,5,2
2000,5,COAHUILA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,2,5,4,0,1,5,2,3,3,3,0
2000,5,COAHUILA,HOMICIDIOS,DOLOSOS,OTROS,3,4,0,2,3,2,3,3,1,4,6,1
2000,5,COAHUILA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,2,2,2,2,0,3,2,4,1,3,3,1
2000,6,COLIMA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,1,2,1,1,1,1,0,1,2,0,0,1
2000,6,COLIMA,HOMICIDIOS,DOLOSOS,OTROS,0,0,0,1,1,0,2,3,0,1,0,1
2000,6,COLIMA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,29,24,33,43,36,18,31,27,25,35,13,27
2000,7,CHIAPAS,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,11,14,4,12,10,7,15,6,10,11,7,9
2000,7,CHIAPAS,HOMICIDIOS,DOLOSOS,OTROS,83,84,73,75,56,50,72,56,81,70,56,57
2000,7,CHIAPAS,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,12,18,17,11,16,18,0,30,27,20,12,0
2000,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,7,6,3,4,6,7,0,5,11,6,6,0
2000,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,OTROS,13,9,16,14,13,15,42,15,9,16,10,23
2000,8,CHIHUAHUA,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,50,33,37,36,27,30,38,42,30,32,30,37
2000,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,4,9,10,7,12,7,9,9,8,7,9,12
2000,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,OTROS,15,13,18,16,13,20,14,13,15,15,20,12
2000,9,CIUDAD DE MEXICO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
2000,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA DE FUEGO,13,11,13,7,8,4,8,7,12,2,7,10
2000,10,DURANGO,HOMICIDIOS,DOLOSOS,CON ARMA BLANCA,2,5,3,2,3,7,10,14,16,4,17,11
2000,10,DURANGO,HOMICIDIOS,DOLOSOS,OTROS,8,5,10,6,7,4,6,6,3,9,4,4
2000,10,DURANGO,HOMICIDIOS,DOLOSOS,SIN DATOS,0,0,0,0,0,0,0,0,0,0,0,0
